title,author,expected_series,expected_position,franchise,source,book_id,work_id,series_id,isbn13,ratings_count,average_rating
The Warlord Wants Forever,Kresley Cole,Immortals After Dark,1,Immortals After Dark,goodreads_dump,6388558,6576853,170600,,43469,4.09
A Million Suns,Beth Revis,Across the Universe,2,Across the Universe,goodreads_dump,10345927,15248718,226758,9781595143983,43420,4.04
Beautiful Player,Christina Lauren,Beautiful Bastard,3,Beautiful Bastard,goodreads_dump,17831614,24948167,495358,,43375,4.38
Bad Luck and Trouble,Lee Child,Jack Reacher,11,Jack Reacher,goodreads_dump,108942,1053240,154538,9780385340557,43365,4.18
Physik,Angie Sage,Septimus Heap,3,Septimus Heap,goodreads_dump,355916,3192037,165562,9780060577377,43347,3.99
Eon: Dragoneye Reborn,Alison Goodman,Eon,1,Eon,goodreads_dump,2986865,3017319,205443,9780670062270,43346,3.98
Notorious Nineteen,Janet Evanovich,Stephanie Plum,19,Stephanie Plum,goodreads_dump,14740588,20387074,392474,,43209,3.90
Partials,Dan Wells,Partials Sequence,1,Partials Sequence,goodreads_dump,12476820,17461183,317445,9780062071040,43194,3.94
Trickster's Choice,Tamora Pierce,Daughter of the Lioness,1,Daughter of the Lioness,goodreads_dump,24431,952544,153803,9780439968089,43160,4.27
The Black Circle,Patrick Carman,The 39 Clues,5,The 39 Clues,goodreads_dump,6255144,6438210,169830,9780545060455,43087,4.01
Cross,James Patterson,Alex Cross,12,Alex Cross,goodreads_dump,13128,3295810,166064,9780316159791,43063,3.99
Fade,Lisa McMann,Wake,2,Wake,goodreads_dump,3657138,3700340,166860,9781416953586,43036,3.95
Bring Up the Bodies,Hilary Mantel,Thomas Cromwell Trilogy,2,Thomas Cromwell Trilogy,goodreads_dump,13507212,14512257,349934,9780805090031,43029,4.27
The Red Queen,Philippa Gregory,The Plantagenet and Tudor Novels,3,The Plantagenet and Tudor Novels,goodreads_dump,7148256,7413156,958553,9781416563723,43004,3.75
Blood Brothers,Nora Roberts,Sign of Seven,1,Sign of Seven,goodreads_dump,407234,3355824,166299,9780515143805,42981,4.15
The Gamble,Kristen Ashley,Colorado Mountain,1,Colorado Mountain,goodreads_dump,11227041,16152936,310836,,42977,4.29
Blindsighted,Karin Slaughter,Grant County,1,Grant County,goodreads_dump,21718,2590340,162923,9780380820887,42963,4.10
Finding Cinderella,Colleen Hoover,Hopeless,2.5,Hopeless,goodreads_dump,18593175,26338696,552816,9781476771434,42948,4.29
Silverthorn,Raymond E. Feist,The Riftwar Saga,3,The Riftwar Saga,goodreads_dump,149302,144096,146257,9780586064177,42943,4.06
The Devil and Miss Prym,Paulo Coelho,On the Seventh Day,3,On the Seventh Day,goodreads_dump,4008,3207183,932839,9780060527990,42922,3.59
A Kiss of Shadows,Laurell K. Hamilton,Merry Gentry,1,Merry Gentry,goodreads_dump,139417,3341459,166230,9780345490650,42786,4.01
Thief of Time,Terry Pratchett,Discworld,26,Discworld,goodreads_dump,48002,46982,145057,9780061031328,42783,4.25
Skin Game,Jim Butcher,The Dresden Files,15,The Dresden Files,goodreads_dump,19486421,23811929,460741,9780451464392,42711,4.56
First Lord's Fury,Jim Butcher,Codex Alera,6,Codex Alera,goodreads_dump,6316821,6502096,170119,9780441017690,42708,4.37
The Winds of War,Herman Wouk,The Henry Family,1,The Henry Family,goodreads_dump,21484,1936731,452748,9780316952668,42658,4.36
One False Note,Gordon Korman,The 39 Clues,2,The 39 Clues,goodreads_dump,3552023,3594131,166737,9780545060424,42632,3.88
The Fall of Five,Pittacus Lore,Lorien Legacies,4,Lorien Legacies,goodreads_dump,15861491,21611266,413662,9780061974618,42612,4.24
The Transfer,Veronica Roth,Divergent,.1,Divergent,goodreads_dump,18080920,25389330,514742,9780062285638,42576,4.19
Love Unrehearsed,Tina Reber,Love,2,Love,goodreads_dump,12647642,17760917,293377,,42535,4.26
Claim Me,J. Kenner,Stark Trilogy,2,Stark Trilogy,goodreads_dump,16099159,21908552,456489,9780345545831,42532,4.21
No Rest for the Wicked,Kresley Cole,Immortals After Dark,3,Immortals After Dark,goodreads_dump,14383,1097825,154816,9781416509882,42480,4.30
The High King,Lloyd Alexander,The Chronicles of Prydain,5,The Chronicles of Prydain,goodreads_dump,24781,1561725,157851,9780805080520,42459,4.26
The Eagle Has Landed,Jack Higgins,Liam Devlin,1,Liam Devlin,goodreads_dump,295961,2593744,201369,9780140273342,42409,4.15
Altered Carbon,Richard K. Morgan,Takeshi Kovacs,1,Takeshi Kovacs,goodreads_dump,40445,2095852,160652,9780345457691,42406,4.10
Motorcycle Man,Kristen Ashley,Dream Man,4,Dream Man,goodreads_dump,13448656,18968802,338862,9781476248950,42397,4.43
Cursor's Fury,Jim Butcher,Codex Alera,3,Codex Alera,goodreads_dump,29394,6614461,170799,9780441014347,42347,4.36
The Thief,Megan Whalen Turner,The Queen's Thief,1,The Queen's Thief,goodreads_dump,448873,1069505,154633,9780060824976,42338,3.91
Only Time Will Tell,Jeffrey Archer,The Clifton Chronicles,1,The Clifton Chronicles,goodreads_dump,10872085,14570985,293244,9780312539559,42324,4.04
The Magician's Land,Lev Grossman,The Magicians,3,The Magicians,goodreads_dump,19103097,24330801,482507,,42257,4.16
Night Play,Sherrilyn Kenyon,Dark-Hunterverse,1,Dark-Hunterverse,goodreads_dump,84151,2980277,772528,9780312992422,42225,4.36
Princess in the Spotlight,Meg Cabot,The Princess Diaries,2,The Princess Diaries,goodreads_dump,439275,3091320,165059,9780064472791,42216,3.67
The Hard Goodbye,Frank Miller,Sin City,1,Sin City,goodreads_dump,392297,3696736,166853,9781593072933,42206,4.15
The Hero and the Crown,Robin McKinley,Damar,2,Damar,goodreads_dump,77366,2321243,178920,9780441328093,42195,4.21
The 6th Target,James Patterson,Women's Murder Club,6,Women's Murder Club,goodreads_dump,13131,15302,144606,9780316014793,42077,4.02
Violets Are Blue,James Patterson,Alex Cross,7,Alex Cross,goodreads_dump,79379,1827952,159204,9780446611213,42036,3.94
Dance Dance Dance,Haruki Murakami,The Rat,4,The Rat,goodreads_dump,17800,2753173,644928,9780099448761,42021,4.03
Carpe Corpus,Rachel Caine,The Morganville Vampires,6,The Morganville Vampires,goodreads_dump,5212771,5280008,168369,9780451227195,42016,4.21
From Potter's Field,Patricia Cornwell,Kay Scarpetta,6,Kay Scarpetta,goodreads_dump,6537,1455041,157350,9780425204696,42004,4.02
Smokin' Seventeen,Janet Evanovich,Stephanie Plum,17,Stephanie Plum,goodreads_dump,9583508,14470450,227944,9780307932235,41993,3.94
Rock Chick,Kristen Ashley,Rock Chick,1,Rock Chick,goodreads_dump,6538757,6730978,310840,9781849231848,41916,4.20
A Beautiful Wedding,Jamie McGuire,Beautiful,2.5,Beautiful,goodreads_dump,18528454,26234107,563764,9781476759548,41866,4.07
Perdido Street Station,China Mieville,New Crobuzon,1,New Crobuzon,goodreads_dump,68494,3221410,264027,9780345459404,41866,3.96
Queste,Angie Sage,Septimus Heap,4,Septimus Heap,goodreads_dump,1375896,2080750,160574,9780060882075,41860,4.04
The Warlock,Michael Scott,The Secrets of the Immortal Nicholas Flamel,5,The Secrets of the Immortal Nicholas Flamel,goodreads_dump,8458018,13322179,188121,9780385735339,41849,4.17
Love Story,Erich Segal,Love Story,1,Love Story,goodreads_dump,73968,816372,228482,9780380017607,41820,3.61
You Are Special,Max Lucado,Wemmicksville,1,Wemmicksville,goodreads_dump,56728,900984,,9781859855423,41780,4.45
The Sparrow,Mary Doria Russell,The Sparrow,1,The Sparrow,goodreads_dump,334176,3349153,267413,9780449912553,41728,4.17
The Realms of the Gods,Tamora Pierce,The Immortals,4,The Immortals,goodreads_dump,13834,1112038,185092,9781416908173,41725,4.32
Driven,K. Bromberg,Driven,1,Driven,goodreads_dump,17798287,24897280,499431,,41688,4.31
The Sword Thief,Peter Lerangis,The 39 Clues,3,The 39 Clues,goodreads_dump,5861926,6034082,168843,9780545135702,41644,3.88
Wolfsbane,Andrea Cremer,Nightshade,2,Nightshade,goodreads_dump,7263429,8342392,174338,9780399254833,41577,4.11
The People of Sparks,Jeanne DuPrau,Book of Ember,2,Book of Ember,goodreads_dump,3467,2529035,162657,9780375828256,41508,3.65
Opposition,Jennifer L. Armentrout,Lux,5,Lux,goodreads_dump,13644055,19260000,880593,9781622662647,41468,4.43
Caliban's War,James S.A. Corey,The Expanse,2,The Expanse,goodreads_dump,12591698,17606541,291694,9781841499901,41459,4.29
Black House,Stephen King,The Talisman,2,The Talisman,goodreads_dump,10607,1738813,183596,9780345470638,41441,3.99
Pleasure Unbound,Larissa Ione,Demonica,1,Demonica,goodreads_dump,2679633,2704935,163390,9780446401036,41353,4.07
'Tis A Memoir,Frank McCourt,Frank McCourt,2,Frank McCourt,goodreads_dump,4912,1779262,158895,9780006551812,41250,3.66
Fire Study,Maria V. Snyder,Poison Study,3,Poison Study,goodreads_dump,1966969,1970128,159989,9780778325345,41191,3.95
Taltos,Anne Rice,Lives of the Mayfair Witches,3,Lives of the Mayfair Witches,goodreads_dump,119091,2926089,164318,9780679436546,41168,3.78
The Ghost Brigades,John Scalzi,Old Man's War,2,Old Man's War,goodreads_dump,239399,18279845,313401,9780765354068,41168,4.09
Taking Chances,Molly McAdams,Taking Chances,1,Taking Chances,goodreads_dump,15739018,21424080,458242,,41167,3.87
"Out of Sight, Out of Time",Ally Carter,Gallagher Girls,5,Gallagher Girls,goodreads_dump,10560331,15467094,235310,9781423147947,41154,4.34
The Vincent Brothers,Abbi Glines,The Vincent Boys,2,The Vincent Boys,goodreads_dump,13369678,18598990,329056,,41142,4.13
The Sorcerer in the North,John Flanagan,Ranger's Apprentice,5,Ranger's Apprentice,goodreads_dump,1524173,6627897,170905,9781741661286,41123,4.25
Heretics of Dune,Frank Herbert,Dune,5,Dune,goodreads_dump,117,3634575,166799,9780441328000,41119,3.84
Cerulean Sins,Laurell K. Hamilton,"Anita Blake, Vampire Hunter",11,"Anita Blake, Vampire Hunter",goodreads_dump,30245,2953328,178766,9780515136814,41076,3.84
The Warrior Heir,Cinda Williams Chima,The Heir Chronicles,1,The Heir Chronicles,goodreads_dump,213647,1072532,154656,9780786839179,40948,3.95
Petals on the Wind,V.C. Andrews,Dollanganger,2,Dollanganger,goodreads_dump,226709,3311862,166126,9780671729479,40934,3.82
This Is What Happy Looks Like,Jennifer E. Smith,This is What Happy Looks Like,1,This is What Happy Looks Like,goodreads_dump,15790873,18529702,763263,9780316212823,40926,3.69
The Fifth Elephant,Terry Pratchett,Discworld,24,Discworld,goodreads_dump,63720,819126,152837,9780552154222,40913,4.24
Hexed,Kevin Hearne,The Iron Druid Chronicles,2,The Iron Druid Chronicles,goodreads_dump,9595650,14482685,205952,9780345522498,40895,4.22
"Blue Exorcist, Vol. 1",Kazue Kato,Blue Exorcist,1,Blue Exorcist,goodreads_dump,9876989,8097252,238280,9781421540320,40889,4.36
Clash,Nicole Williams,Crash,2,Crash,goodreads_dump,15835685,21573427,410394,2940015136289,40813,4.17
Happy Ever After,Nora Roberts,Bride Quartet,4,Bride Quartet,goodreads_dump,7074000,7327847,192608,9781423368991,40781,4.17
King of the Murgos,David Eddings,The Malloreon,2,The Malloreon,goodreads_dump,189811,1458832,157365,9780552148030,40780,4.10
Ancillary Justice,Ann Leckie,Imperial Radch,1,Imperial Radch,goodreads_dump,17333324,24064628,550150,9780316246620,40736,3.97
The Bride,Julie Garwood,Lairds' Fiancees,1,Lairds' Fiancees,goodreads_dump,107779,2642843,163100,9780743452922,40665,4.26
Daughter of the Forest,Juliet Marillier,Sevenwaters,1,Sevenwaters,goodreads_dump,13928,1897725,159583,9780765343437,40647,4.28
First Test,Tamora Pierce,Protector of the Small,1,Protector of the Small,goodreads_dump,153784,1375705,156806,9780679889175,40627,4.24
The Dark Is Rising,Susan Cooper,The Dark is Rising,2,The Dark is Rising,goodreads_dump,210329,1530651,157719,9781416949657,40588,4.07
Mini Shopaholic,Sophie Kinsella,Shopaholic,6,Shopaholic,goodreads_dump,7415016,9351456,185017,9780385342049,40580,3.70
Panic,Lauren Oliver,Panic,1,Panic,goodreads_dump,17565845,24500875,671538,9780062014559,40521,3.56
Wicked Deeds on a Winter's Night,Kresley Cole,Immortals After Dark,4,Immortals After Dark,goodreads_dump,435045,423977,184425,9781416547037,40500,4.37
Farmer Boy,Laura Ingalls Wilder,Little House,3,Little House,goodreads_dump,8252,1366740,156750,9780060885380,40490,4.05
The Virgin's Lover,Philippa Gregory,The Plantagenet and Tudor Novels,14,The Plantagenet and Tudor Novels,goodreads_dump,16183,3459181,958563,9780743269261,40478,3.69
Nightfall,L.J. Smith,The Vampire Diaries: The Return,1,The Vampire Diaries: The Return,goodreads_dump,3934321,3979878,610568,9780061720772,40457,3.57
Angel,James Patterson,Maximum Ride,7,Maximum Ride,goodreads_dump,7201913,7889455,174154,9780446545242,40443,4.02
Dragons of Spring Dawning,Margaret Weis,Dragonlance Universe,3,Dragonlance Universe,goodreads_dump,68378,879061,180650,9780786930708,40311,4.12
The Name of This Book Is Secret,Pseudonymous Bosch,Secret,1,Secret,goodreads_dump,1099301,1086172,275960,9780316113663,40287,4.04
Plum Lucky,Janet Evanovich,Stephanie Plum,13.5,Stephanie Plum,goodreads_dump,1434105,3776367,183289,9780312377632,40279,3.72
When the Wind Blows,James Patterson,When the Wind Blows,1,When the Wind Blows,goodreads_dump,13162,22599,228794,9780446676434,40268,3.92
"Rabbit, Run",John Updike,Rabbit Angstrom,1,Rabbit Angstrom,goodreads_dump,85386,802269,237905,9780449911655,40260,3.57
Making Money,Terry Pratchett,Discworld,36,Discworld,goodreads_dump,116296,144656,146261,9780061161643,40254,4.23
The Atlantis Complex,Eoin Colfer,Artemis Fowl,7,Artemis Fowl,goodreads_dump,7005865,7250253,173446,9781423128199,40226,3.97
The Last Kingdom,Bernard Cornwell,The Saxon Stories,1,The Saxon Stories,goodreads_dump,68527,881821,153318,9780060887186,40225,4.23
Naked Empire,Terry Goodkind,Sword of Truth,8,Sword of Truth,goodreads_dump,43893,1443364,157287,9780765344304,40185,3.82
The Winter Sea,Susanna Kearsley,Slains,1,Slains,goodreads_dump,3392089,3723657,512146,9780749080976,40147,4.07
Out of Breath,Rebecca Donovan,Breathing,3,Breathing,goodreads_dump,13638570,19251641,375256,,40111,4.31
Killer,Sara Shepard,Pretty Little Liars,6,Pretty Little Liars,goodreads_dump,3047849,3078640,164984,9780061566127,40103,4.07
"Saga, Vol. 4",Brian K. Vaughan,Saga,4,Saga,goodreads_dump,23093367,42643523,736250,9781632150776,40071,4.46
Casino Royale,Ian Fleming,James Bond (Original Series),1,James Bond (Original Series),goodreads_dump,3758,2503304,183494,9780142002025,40049,3.73
Mine,Katy Evans,Real,2,Real,goodreads_dump,17792606,24886836,492615,,40031,4.29
Fight with Me,Kristen Proby,With Me in Seattle,2,With Me in Seattle,goodreads_dump,16090636,21894970,428653,,39973,4.25
Deity,Jennifer L. Armentrout,Covenant,3,Covenant,goodreads_dump,9761778,14651130,212024,9781937053147,39957,4.40
J is for Judgment,Sue Grafton,Kinsey Millhone,10,Kinsey Millhone,goodreads_dump,89165,1300421,156396,9780449000656,39937,4.01
Just for Now,Abbi Glines,Sea Breeze,4,Sea Breeze,goodreads_dump,15778138,21491232,403235,,39923,4.25
Storm Warning,Linda Sue Park,The 39 Clues,9,The 39 Clues,goodreads_dump,6697305,6892987,172406,9780545060493,39904,3.98
Certain Girls,Jennifer Weiner,Cannie Shapiro,2,Cannie Shapiro,goodreads_dump,421549,3361285,206759,9780743294256,39871,3.70
Dark Prince,Christine Feehan,Dark,1,Dark,goodreads_dump,28866,2609827,163003,9780843955286,39870,4.01
Eligible,Curtis Sittenfeld,The Austen Project,4,The Austen Project,goodreads_dump,25852870,26428236,551122,9781400068326,39852,3.62
Scary Stories to Tell in the Dark,Alvin Schwartz,Scary Stories,1,Scary Stories,goodreads_dump,1325218,145600,371302,9780590431972,39824,4.06
Foundation and Earth,Isaac Asimov,Foundation (Publication Order),5,Foundation (Publication Order),goodreads_dump,29582,532290,250811,9780553587579,39819,4.02
Feed,Mira Grant,Newsflesh,1,Newsflesh,goodreads_dump,7094569,7351419,173757,9780316081054,39799,3.86
The Lost World,Arthur Conan Doyle,Professor Challenger,1,Professor Challenger,goodreads_dump,10155,1098725,273959,9780812967258,39780,3.92
Sojourn,R.A. Salvatore,The Dark Elf Trilogy,3,The Dark Elf Trilogy,goodreads_dump,66695,231584,179007,9781560760474,39779,4.23
Princess in Love,Meg Cabot,The Princess Diaries,3,The Princess Diaries,goodreads_dump,93728,2728247,163477,9780064472807,39751,3.76
The Fairy-Tale Detectives,Michael Buckley,The Sisters Grimm,1,The Sisters Grimm,goodreads_dump,176327,1142385,155245,9780810959255,39649,4.01
"On the Bright Side, I'm Now the Girlfriend of a Sex God",Louise Rennison,Confessions of Georgia Nicolson,2,Confessions of Georgia Nicolson,goodreads_dump,402014,171330,146504,9780060288136,39568,3.96
Monstrous Regiment,Terry Pratchett,Discworld,31,Discworld,goodreads_dump,34511,2073281,532369,,39564,4.18
The Gashlycrumb Tinies,Edward Gorey,The Vinegar Works,1,The Vinegar Works,goodreads_dump,47558,3211551,356742,9780747541608,39534,4.21
Echo Burning,Lee Child,Jack Reacher,5,Jack Reacher,goodreads_dump,455930,22852,144723,9780515133318,39530,3.98
Incubus Dreams,Laurell K. Hamilton,"Anita Blake, Vampire Hunter",12,"Anita Blake, Vampire Hunter",goodreads_dump,30271,2963636,178767,9780515139754,39511,3.78
Zero Day,David Baldacci,John Puller,1,John Puller,goodreads_dump,11007587,15926531,420540,9780446573016,39498,3.99
Fever,Maya Banks,Breathless,2,Breathless,goodreads_dump,16033906,21805187,421831,9780425267066,39490,4.01
Wicked Appetite,Janet Evanovich,Lizzy & Diesel,1,Lizzy & Diesel,goodreads_dump,8205669,11083239,183263,9780312652913,39425,3.77
Plague,Michael Grant,Gone,4,Gone,goodreads_dump,6686101,6881431,172356,9780061449123,39402,4.18
The Merchant of Death,D.J. MacHale,Pendragon,1,Pendragon,goodreads_dump,833710,1726608,158649,9780743437318,39335,3.93
The Testing,Joelle Charbonneau,The Testing,1,The Testing,goodreads_dump,13326831,18534001,470355,9780547959108,39317,4.05
A Living Nightmare,Darren Shan,Cirque Du Freak,1,Cirque Du Freak,goodreads_dump,8962,724928,152000,9780316905718,39311,4.07
"I, Claudius",Robert Graves,Claudius,1,Claudius,goodreads_dump,18765,4232388,237039,9780679724773,39272,4.27
Lord of Misrule,Rachel Caine,The Morganville Vampires,5,The Morganville Vampires,goodreads_dump,3558003,3600162,166751,9780451225726,39246,4.18
Chainfire,Terry Goodkind,Sword of Truth,9,Sword of Truth,goodreads_dump,43887,3028732,164731,9780765344311,39218,3.95
Covet,J.R. Ward,Fallen Angels,1,Fallen Angels,goodreads_dump,6289920,6474277,184999,9780451228215,39214,3.89
Hidden,P.C. Cast,House of Night,10,House of Night,goodreads_dump,7933615,16003318,252003,9780312594428,39203,3.98
You Suck,Christopher Moore,A Love Story,2,A Love Story,goodreads_dump,33453,2015399,160230,9780060590291,39188,3.82
Own the Wind,Kristen Ashley,Chaos,1,Chaos,goodreads_dump,16163690,22006731,447522,,39183,4.22
Reaper's Property,Joanna Wylde,Reapers MC,1,Reapers MC,goodreads_dump,17375956,23743714,464246,,39137,4.13
Devil in Winter,Lisa Kleypas,Wallflowers,3,Wallflowers,goodreads_dump,114166,1823830,159176,9780060562519,39080,4.26
The Opportunist,Tarryn Fisher,Love Me with Lies,1,Love Me with Lies,goodreads_dump,13312527,18518411,407828,,39056,4.22
Hourglass,Claudia Gray,Evernight,3,Evernight,goodreads_dump,6421588,6610807,170770,9780061284472,39031,3.79
Split Second,David Baldacci,Sean King & Michelle Maxwell,1,Sean King & Michelle Maxwell,goodreads_dump,204276,15254937,242767,9780446614450,39022,3.98
7th Heaven,James Patterson,Women's Murder Club,7,Women's Murder Club,goodreads_dump,552894,2208374,161227,9780316017701,39010,4.06
American Pastoral,Philip Roth,The American Trilogy,1,The American Trilogy,goodreads_dump,11650,598119,302895,9780099771814,39004,3.91
Of Poseidon,Anna Banks,The Syrena Legacy,1,The Syrena Legacy,goodreads_dump,12425532,17375535,376775,9781250003324,39000,4.04
The Redemption of Callie & Kayden,Jessica Sorensen,The Coincidence,2,The Coincidence,goodreads_dump,16718083,22957415,449496,9780751552614,38992,4.11
Silver Shadows,Richelle Mead,Bloodlines,5,Bloodlines,goodreads_dump,8709524,18752278,337778,9781595143211,38984,4.36
Undeniable,Madeline Sheehan,Undeniable,1,Undeniable,goodreads_dump,16109563,21882391,433412,,38913,4.07
Sweet Peril,Wendy Higgins,Sweet,2,Sweet,goodreads_dump,15768191,21474080,401458,9780062265944,38912,4.27
Wicked,Sara Shepard,Pretty Little Liars,5,Pretty Little Liars,goodreads_dump,3047850,3821158,166984,9780061566080,38901,4.03
Twice Bitten,Chloe Neill,Chicagoland Vampires,3,Chicagoland Vampires,goodreads_dump,7060582,7312508,173622,9780451230645,38900,4.22
Memory Man,David Baldacci,Amos Decker,1,Amos Decker,goodreads_dump,23153154,42700811,756794,9781455559824,38894,4.05
Checkmate,R.L. Mathewson,Neighbor from Hell,3,Neighbor from Hell,goodreads_dump,13624367,19228205,371510,,38880,4.15
You,Caroline Kepnes,You,1,You,goodreads_dump,20821614,39913517,727083,9781476785592,38878,3.83
The Claiming of Sleeping Beauty,A.N. Roquelaure,Sleeping Beauty,1,Sleeping Beauty,goodreads_dump,26582,1049526,154513,9780452281424,38843,3.28
A Fire Upon the Deep,Vernor Vinge,Zones of Thought,1,Zones of Thought,goodreads_dump,77711,1253374,204527,9780812515282,38809,4.13
Eric,Terry Pratchett,Discworld,9,Discworld,goodreads_dump,64218,59951,145283,9780380821211,38751,3.72
"White Witch, Black Curse",Kim Harrison,The Hollows,7,The Hollows,goodreads_dump,3475268,3516587,166653,9780061138010,38736,4.35
Nine Princes in Amber,Roger Zelazny,The Chronicles of Amber,1,The Chronicles of Amber,goodreads_dump,92121,1383240,156889,9780380014309,38729,4.10
Paper Princess,Erin Watt,The Royals,1,The Royals,goodreads_dump,28678119,48870448,889528,,38727,4.06
Vanish,Tess Gerritsen,Rizzoli & Isles,5,Rizzoli & Isles,goodreads_dump,32255,2692184,163339,9780345476982,38725,4.12
Down London Road,Samantha Young,On Dublin Street,2,On Dublin Street,goodreads_dump,16140408,21971325,437165,9780451419712,38673,4.24
Girl Online,Zoe Sugg,Girl Online,1,Girl Online,goodreads_dump,22510983,41954714,712762,9780141357270,38609,3.77
Beyond the Grave,Jude Watson,The 39 Clues,4,The 39 Clues,goodreads_dump,5972040,6145101,168993,9780545060448,38585,3.92
Everlasting,Alyson Noel,The Immortals,6,The Immortals,goodreads_dump,9395215,14278985,194776,9781429981927,38585,3.92
The Siege of Macindaw,John Flanagan,Ranger's Apprentice,6,Ranger's Apprentice,goodreads_dump,1814843,6627899,170906,9781741661347,38554,4.33
Guardians of the West,David Eddings,The Malloreon,1,The Malloreon,goodreads_dump,673657,418832,149031,9780345352668,38550,4.09
The Last Coyote,Michael Connelly,Harry Bosch,4,Harry Bosch,goodreads_dump,49353,449477,149322,9780752809441,38526,4.21
The Viper's Nest,Peter Lerangis,The 39 Clues,7,The 39 Clues,goodreads_dump,6393047,6581527,170635,9780545060479,38493,3.97
The Mistake,Elle Kennedy,Off-Campus,2,Off-Campus,goodreads_dump,25564665,44707128,747783,9781511660662,38471,4.14
Exile,R.A. Salvatore,The Dark Elf Trilogy,2,The Dark Elf Trilogy,goodreads_dump,66678,282950,179006,9780786939831,38467,4.24
The Darkest Pleasure,Gena Showalter,Lords of the Underworld,3,Lords of the Underworld,goodreads_dump,2712967,2738513,185005,9780373773107,38447,4.28
Lost in a Good Book,Jasper Fforde,Thursday Next,2,Thursday Next,goodreads_dump,27000,1918119,159721,9780142004036,38439,4.14
Savvy,Ingrid Law,Savvy,1,Savvy,goodreads_dump,2133795,2596626,194741,9780803733060,38423,3.97
Savor the Moment,Nora Roberts,Bride Quartet,3,Bride Quartet,goodreads_dump,6781956,7332055,173679,9781423368885,38363,4.13
Persuader,Lee Child,Jack Reacher,7,Jack Reacher,goodreads_dump,455941,224290,147074,9780440241003,38359,4.09
Ship of Magic,Robin Hobb,Liveship Traders,1,Liveship Traders,goodreads_dump,45100,1476156,251734,9780006498858,38350,4.13
Knuffle Bunny: A Cautionary Tale,Mo Willems,Knuffle Bunny,1,Knuffle Bunny,goodreads_dump,490867,2318048,185105,9781844280599,38344,4.26
Confessor,Terry Goodkind,Sword of Truth,11,Sword of Truth,goodreads_dump,604803,1025414,154338,9780765315236,38315,4.08
Fixed on You,Laurelin Paige,Fixed,1,Fixed,goodreads_dump,17828418,24941747,510917,9781627040174,38314,4.16
The Fifth Witness,Michael Connelly,Mickey Haller,4,Mickey Haller,goodreads_dump,9681098,14183705,208089,9780316069359,38284,4.17
The Cardinal of the Kremlin,Tom Clancy,Jack Ryan Universe,5,Jack Ryan Universe,goodreads_dump,382549,17028815,869653,9780425116845,38228,4.01
The Bronze Horseman,Paullina Simons,The Bronze Horseman,1,The Bronze Horseman,goodreads_dump,83144,12615171,176881,9780006513223,38192,4.33
Fallen Crest High,Tijan,Fallen Crest High,1,Fallen Crest High,goodreads_dump,16134551,21961950,455579,,38099,4.13
Birthmarked,Caragh M. O'Brien,Birthmarked,1,Birthmarked,goodreads_dump,6909544,7134814,196622,9781596435698,38058,3.89
Caddie Woodlawn,Carol Ryrie Brink,Caddie Woodlawn,1,Caddie Woodlawn,goodreads_dump,205821,1231594,191179,9781416940289,38057,3.99
Splintered,A.G. Howard,Splintered,1,Splintered,goodreads_dump,12558285,17562095,476454,9781419704284,38032,3.96
Shadow of the Giant,Orson Scott Card,Ender's Shadow,4,Ender's Shadow,goodreads_dump,8647,4088,144516,9781841492056,37989,3.99
Wolf-Speaker,Tamora Pierce,The Immortals,2,The Immortals,goodreads_dump,24094,1090193,185090,9781416903444,37971,4.22
Lady Knight,Tamora Pierce,Protector of the Small,4,Protector of the Small,goodreads_dump,153800,1031900,154390,,37966,4.30
"Twilight: The Graphic Novel, Vol. 1",Stephenie Meyer,Twilight: The Graphic Novel,1,Twilight: The Graphic Novel,goodreads_dump,7619292,10090991,193192,9780759529434,37957,3.75
Fever,Lauren DeStefano,The Chemical Garden,2,The Chemical Garden,goodreads_dump,11112619,16035084,255347,9781442409071,37890,3.79
Fueled,K. Bromberg,Driven,2,Driven,goodreads_dump,17880708,25040765,499442,,37842,4.51
Dark Force Rising,Timothy Zahn,Star Wars: The Thrawn Trilogy,2,Star Wars: The Thrawn Trilogy,goodreads_dump,216442,463790,149459,9780553560718,37830,4.14
A Game of You,Neil Gaiman,The Sandman,5,The Sandman,goodreads_dump,25102,810826,152763,9781563890932,37822,4.43
Caraval,Stephanie Garber,Caraval,1,Caraval,goodreads_dump,27883214,45697227,855819,9781250095251,37802,3.96
The Truth,Terry Pratchett,Discworld,25,Discworld,goodreads_dump,34498,280092,147607,9780413771162,37766,4.25
Micah,Laurell K. Hamilton,"Anita Blake, Vampire Hunter",13,"Anita Blake, Vampire Hunter",goodreads_dump,30228,2722196,178768,9780515140873,37746,3.62
The Keeper of Lost Causes,Jussi Adler-Olsen,Afdeling Q,1,Afdeling Q,goodreads_dump,10822858,7211561,426458,9780525952480,37730,3.98
Frost Burned,Patricia Briggs,Mercy Thompson,7,Mercy Thompson,goodreads_dump,13413589,15955708,249636,9780441020010,37722,4.35
Broken Harbour,Tana French,Dublin Murder Squad,4,Dublin Murder Squad,goodreads_dump,10805160,15718578,245489,9781444705102,37659,3.92
Leaving Paradise,Simone Elkeles,Leaving Paradise,1,Leaving Paradise,goodreads_dump,544424,531712,150195,9780738710181,37656,4.02
